# APIキーが無いときに使う、主要・名作アニメの一覧（手入力）。
# タイトル<TAB>放送年<TAB>媒体(TV/MOVIE/OVA/WEB)<TAB>タグ（カンマ区切り。build_anime_db.py の TAGS にあるもの）
# 軸の値はタグから計算する。スコアは持たない（Filmarks から取れた時だけ付く）。
ドラゴンボールZ	1989	TV	バトル,熱い,爽快
僕のヒーローアカデミア	2016	TV	学園,バトル,熱い,爽快
東京喰種トーキョーグール	2014	TV	現代,バトル,胸糞,ダーク
文豪ストレイドッグス	2016	TV	現代,バトル,群像劇
東京リベンジャーズ	2021	TV	現代,熱い,サスペンス,群像劇
怪獣8号	2024	TV	SF,バトル,熱い
ダンダダン	2024	TV	現代,バトル,ギャグ,作画神
薬屋のひとりごと	2023	TV	歴史,ミステリー,心理戦
SAKAMOTO DAYS	2025	TV	現代,バトル,ギャグ,爽快
ソードアート・オンライン	2012	TV	SF,バトル,冒険
とある科学の超電磁砲	2009	TV	SF,学園,バトル,爽快
とある魔術の禁書目録	2008	TV	SF,バトル,群像劇
Fate/Zero	2011	TV	ファンタジー,バトル,ダーク,群像劇,作画神
Fate/stay night [Unlimited Blade Works]	2014	TV	ファンタジー,バトル,作画神
魔法科高校の劣等生	2014	TV	SF,学園,バトル
転生したらスライムだった件	2018	TV	異世界,爽快,冒険
オーバーロード	2015	TV	異世界,ダーク,バトル
盾の勇者の成り上がり	2019	TV	異世界,ダーク,爽快
無職転生 ～異世界行ったら本気だす～	2021	TV	異世界,冒険,映像美,大人
ノーゲーム・ノーライフ	2014	TV	異世界,心理戦,爽快,映像美
幼女戦記	2017	TV	異世界,バトル,心理戦,ダーク
ログ・ホライズン	2013	TV	異世界,群像劇,心理戦
陰の実力者になりたくて！	2022	TV	異世界,ギャグ,バトル
蜘蛛ですが、なにか？	2021	TV	異世界,冒険,ギャグ
ありふれた職業で世界最強	2019	TV	異世界,バトル,爽快
異世界おじさん	2022	TV	異世界,ギャグ
魔王学院の不適合者	2020	TV	ファンタジー,学園,バトル,爽快
薬屋のひとりごと 第2期	2025	TV	歴史,ミステリー,心理戦
ゴールデンカムイ	2018	TV	歴史,冒険,バトル,ギャグ,グルメ
ジョジョの奇妙な冒険 黄金の風	2018	TV	バトル,心理戦,熱い
銀河英雄伝説	1988	OVA	SF,群像劇,心理戦,大人
攻殻機動隊 STAND ALONE COMPLEX	2002	TV	SF,心理戦,考察,大人
攻殻機動隊	1995	MOVIE	SF,考察,映像美,大人
AKIRA	1988	MOVIE	SF,バトル,映像美,作画神
パプリカ	2006	MOVIE	SF,考察,映像美
パーフェクトブルー	1998	MOVIE	現代,サスペンス,胸糞,考察
千年女優	2002	MOVIE	現代,映像美,泣ける
東京ゴッドファーザーズ	2003	MOVIE	現代,家族,泣ける
千と千尋の神隠し	2001	MOVIE	ファンタジー,冒険,映像美
となりのトトロ	1988	MOVIE	日常,癒し,家族,映像美
もののけ姫	1997	MOVIE	ファンタジー,冒険,映像美,大人
風の谷のナウシカ	1984	MOVIE	SF,冒険,映像美
天空の城ラピュタ	1986	MOVIE	ファンタジー,冒険,爽快,映像美
魔女の宅急便	1989	MOVIE	ファンタジー,青春,癒し
紅の豚	1992	MOVIE	歴史,大人,爽快
ハウルの動く城	2004	MOVIE	ファンタジー,恋愛,映像美
崖の上のポニョ	2008	MOVIE	ファンタジー,家族,癒し
風立ちぬ	2013	MOVIE	歴史,大人,映像美,泣ける
君たちはどう生きるか	2023	MOVIE	ファンタジー,考察,映像美
火垂るの墓	1988	MOVIE	歴史,胸糞,泣ける
かぐや姫の物語	2013	MOVIE	歴史,映像美,泣ける
君の名は。	2016	MOVIE	現代,恋愛,映像美,伏線
天気の子	2019	MOVIE	現代,恋愛,映像美
すずめの戸締まり	2022	MOVIE	現代,冒険,映像美,泣ける
秒速5センチメートル	2007	MOVIE	現代,恋愛,映像美,泣ける
言の葉の庭	2013	MOVIE	現代,恋愛,映像美
聲の形	2016	MOVIE	学園,青春,泣ける,映像美
リズと青い鳥	2018	MOVIE	学園,音楽,映像美,大人
劇場版 ヴァイオレット・エヴァーガーデン	2020	MOVIE	ファンタジー,泣ける,映像美
この世界の片隅に	2016	MOVIE	歴史,家族,泣ける,映像美
時をかける少女	2006	MOVIE	現代,青春,SF,泣ける
サマーウォーズ	2009	MOVIE	現代,家族,SF,爽快
おおかみこどもの雨と雪	2012	MOVIE	家族,ファンタジー,泣ける
竜とそばかすの姫	2021	MOVIE	現代,音楽,映像美
THE FIRST SLAM DUNK	2022	MOVIE	スポーツ,熱い,作画神,泣ける
劇場版「鬼滅の刃」無限列車編	2020	MOVIE	ファンタジー,バトル,作画神,泣ける
劇場版 呪術廻戦 0	2021	MOVIE	現代,バトル,作画神
ONE PIECE FILM RED	2022	MOVIE	冒険,音楽,熱い
名探偵コナン	1996	TV	現代,ミステリー,サスペンス
劇場版 名探偵コナン ゼロの執行人	2018	MOVIE	現代,ミステリー,サスペンス,爽快
シン・エヴァンゲリオン劇場版	2021	MOVIE	SF,ロボット,考察,映像美
新劇場版 エヴァンゲリヲン 序	2007	MOVIE	SF,ロボット,映像美
劇場版 魔法少女まどか☆マギカ [新編] 叛逆の物語	2013	MOVIE	ファンタジー,胸糞,考察,映像美
劇場版 少女☆歌劇 レヴュースタァライト	2021	MOVIE	学園,音楽,映像美,考察
ルックバック	2024	MOVIE	現代,青春,泣ける,映像美
BLUE GIANT	2023	MOVIE	現代,音楽,熱い,泣ける
犬王	2022	MOVIE	歴史,音楽,映像美
劇場版 からかい上手の高木さん	2022	MOVIE	学園,ラブコメ,癒し
ペンギン・ハイウェイ	2018	MOVIE	現代,SF,青春,映像美
夜は短し歩けよ乙女	2017	MOVIE	現代,恋愛,ギャグ,映像美
四畳半神話大系	2010	TV	現代,青春,ギャグ,考察
有頂天家族	2013	TV	現代,ファンタジー,家族,癒し
電脳コイル	2007	TV	SF,学園,考察,映像美
serial experiments lain	1998	TV	SF,考察,胸糞
妄想代理人	2004	TV	現代,サスペンス,考察
モノノ怪	2007	TV	ファンタジー,ホラー,映像美,ミステリー
うる星やつら	2022	TV	SF,ラブコメ,ギャグ
らんま1/2	2024	TV	ラブコメ,ギャグ,バトル
うしおととら	2015	TV	ファンタジー,バトル,熱い
からくりサーカス	2018	TV	ファンタジー,バトル,伏線,泣ける
寄生獣 セイの格率	2014	TV	現代,SF,ダーク,心理戦
亜人	2016	TV	現代,SF,ダーク,心理戦
DEVILMAN crybaby	2018	WEB	現代,胸糞,ダーク,映像美
ドロヘドロ	2020	TV	ファンタジー,ダーク,ギャグ,バトル
地獄楽	2023	TV	歴史,バトル,ダーク
ゴブリンスレイヤー	2018	TV	ファンタジー,ダーク,胸糞,バトル
剣風伝奇ベルセルク	1997	TV	ファンタジー,ダーク,胸糞,大人
ベルセルク 黄金時代篇	2012	MOVIE	ファンタジー,ダーク,胸糞,映像美
屍鬼	2010	TV	現代,ホラー,胸糞,群像劇
がっこうぐらし！	2015	TV	学園,ホラー,胸糞,伏線
ひぐらしのなく頃に 解	2007	TV	現代,ホラー,伏線,考察,泣ける
うみねこのなく頃に	2009	TV	ミステリー,ホラー,考察
Angel Beats!	2010	TV	学園,泣ける,ギャグ,バトル
CLANNAD	2007	TV	学園,家族,泣ける,恋愛
CLANNAD AFTER STORY	2008	TV	家族,泣ける,大人
AIR	2005	TV	現代,泣ける,ファンタジー
Kanon	2006	TV	学園,泣ける,恋愛
リトルバスターズ！	2012	TV	学園,泣ける,群像劇,伏線
あの日見た花の名前を僕達はまだ知らない。	2011	TV	現代,青春,泣ける,群像劇
心が叫びたがってるんだ。	2015	MOVIE	学園,青春,音楽,泣ける
とらドラ！	2008	TV	学園,ラブコメ,泣ける
やはり俺の青春ラブコメはまちがっている。	2013	TV	学園,青春,心理戦,ラブコメ
青春ブタ野郎はバニーガール先輩の夢を見ない	2018	TV	学園,恋愛,SF,泣ける
五等分の花嫁	2019	TV	学園,ラブコメ,伏線
からかい上手の高木さん	2018	TV	学園,ラブコメ,癒し
月がきれい	2017	TV	学園,恋愛,青春,映像美
ホリミヤ	2021	TV	学園,恋愛,青春
僕の心のヤバイやつ	2023	TV	学園,ラブコメ,青春
その着せ替え人形は恋をする	2022	TV	学園,ラブコメ,作画神
恋は雨上がりのように	2018	TV	現代,恋愛,大人,映像美
ハチミツとクローバー	2005	TV	現代,恋愛,青春,群像劇
のだめカンタービレ	2007	TV	現代,音楽,ラブコメ
ちはやふる	2011	TV	学園,スポーツ,青春,熱い,群像劇
彼氏彼女の事情	1998	TV	学園,ラブコメ,心理戦
フルーツバスケット	2019	TV	ファンタジー,家族,泣ける,恋愛
君に届け	2009	TV	学園,恋愛,青春,癒し
俺物語!!	2015	TV	学園,恋愛,ギャグ,爽快
ヲタクに恋は難しい	2018	TV	お仕事,ラブコメ,ギャグ
スキップとローファー	2023	TV	学園,青春,癒し
薫る花は凛と咲く	2025	TV	学園,恋愛,青春
メダリスト	2025	TV	スポーツ,熱い,泣ける
ブルーピリオド	2021	TV	学園,青春,大人
アオのハコ	2024	TV	学園,スポーツ,恋愛,青春
黒子のバスケ	2012	TV	学園,スポーツ,熱い,爽快
弱虫ペダル	2013	TV	学園,スポーツ,熱い,群像劇
ダイヤのA	2013	TV	学園,スポーツ,熱い,群像劇
メジャー	2004	TV	スポーツ,熱い,泣ける
SLAM DUNK	1993	TV	学園,スポーツ,熱い,ギャグ
テニスの王子様	2001	TV	学園,スポーツ,熱い
はじめの一歩	2000	TV	スポーツ,熱い,爽快
あしたのジョー2	1980	TV	スポーツ,熱い,大人
ピンポン THE ANIMATION	2014	TV	スポーツ,青春,映像美,熱い
ユーリ!!! on ICE	2016	TV	スポーツ,映像美,恋愛
Free!	2013	TV	学園,スポーツ,青春,作画神
風が強く吹いている	2018	TV	スポーツ,青春,群像劇,泣ける
ボールルームへようこそ	2017	TV	スポーツ,青春,熱い
アイシールド21	2005	TV	学園,スポーツ,熱い,心理戦
キャプテン翼	2018	TV	スポーツ,熱い,爽快
さよなら私のクラマー	2021	TV	スポーツ,青春
ウマ娘 プリティーダービー	2018	TV	スポーツ,アイドル,熱い,泣ける
ラブライブ！	2013	TV	学園,アイドル,音楽,爽快
ラブライブ！サンシャイン!!	2016	TV	学園,アイドル,音楽,青春
アイドルマスター	2011	TV	アイドル,音楽,群像劇
アイドルマスター シンデレラガールズ	2015	TV	アイドル,音楽,群像劇
BanG Dream! It's MyGO!!!!!	2023	TV	音楽,青春,心理戦,胸糞
ガールズバンドクライ	2024	TV	音楽,青春,熱い
アイカツ！	2012	TV	アイドル,音楽,爽快
うたの☆プリンスさまっ♪	2011	TV	アイドル,音楽,恋愛
ゾンビランドサガ	2018	TV	アイドル,ギャグ,音楽,泣ける
TARI TARI	2012	TV	学園,音楽,青春
坂道のアポロン	2012	TV	学園,音楽,青春
DEEMO サクラノオト	2022	MOVIE	ファンタジー,音楽
キャロル&チューズデイ	2019	TV	SF,音楽,青春
BECK	2004	TV	現代,音楽,青春
響け！ユーフォニアム3	2024	TV	学園,音楽,作画神,群像劇
日常	2011	TV	日常,ギャグ,作画神
あずまんが大王	2002	TV	学園,日常,ギャグ
らき☆すた	2007	TV	学園,日常,ギャグ
ご注文はうさぎですか？	2014	TV	日常,癒し
のんのんびより	2013	TV	日常,癒し,映像美
ARIA The ANIMATION	2005	TV	SF,日常,癒し,映像美
ゆるゆり	2011	TV	学園,日常,ギャグ
干物妹！うまるちゃん	2015	TV	日常,家族,ギャグ
小林さんちのメイドラゴン	2017	TV	ファンタジー,日常,家族,癒し
私に天使が舞い降りた！	2019	TV	日常,ギャグ,癒し
スロウスタート	2018	TV	学園,日常,癒し
きんいろモザイク	2013	TV	学園,日常,癒し
NEW GAME!	2016	TV	お仕事,日常,癒し
ブレンド・S	2017	TV	お仕事,ギャグ,ラブコメ
ヤマノススメ	2013	TV	日常,癒し,冒険
スーパーカブ	2021	TV	日常,青春,癒し
異世界食堂	2017	TV	異世界,グルメ,癒し
衛宮さんちの今日のごはん	2018	WEB	グルメ,日常,癒し
甘々と稲妻	2016	TV	家族,グルメ,癒し,泣ける
うさぎドロップ	2011	TV	家族,癒し,泣ける
ばらかもん	2014	TV	日常,家族,癒し
凪のあすから	2013	TV	ファンタジー,恋愛,青春,映像美
花咲くいろは	2011	TV	お仕事,青春,群像劇
サクラクエスト	2017	TV	お仕事,群像劇,癒し
月刊少女野崎くん	2014	TV	学園,ラブコメ,ギャグ
斉木楠雄のΨ難	2016	TV	学園,ギャグ,爽快
男子高校生の日常	2012	TV	学園,日常,ギャグ
坂本ですが？	2016	TV	学園,ギャグ
ポプテピピック	2018	TV	ギャグ,ショート
おそ松さん	2015	TV	家族,ギャグ
ボボボーボ・ボーボボ	2003	TV	ギャグ,バトル
クレヨンしんちゃん	1992	TV	家族,ギャグ,日常
ちびまる子ちゃん	1990	TV	家族,日常,癒し
ドラえもん	2005	TV	SF,家族,日常,冒険
アンパンマン	1988	TV	ファンタジー,癒し
サザエさん	1969	TV	家族,日常
ケロロ軍曹	2004	TV	SF,ギャグ
こちら葛飾区亀有公園前派出所	1996	TV	現代,ギャグ,お仕事
ギャグマンガ日和	2005	TV	ギャグ,ショート
へうげもの	2011	TV	歴史,大人,ギャグ
ヒナまつり	2018	TV	SF,ギャグ,家族
ぐらんぶる	2018	TV	学園,ギャグ
あそびあそばせ	2018	TV	学園,ギャグ
生徒会役員共	2010	TV	学園,ギャグ
監獄学園	2015	TV	学園,ギャグ
魔入りました！入間くん	2019	TV	ファンタジー,学園,ギャグ,爽快
はたらく細胞	2018	TV	SF,ギャグ,お仕事
はたらく魔王さま！	2013	TV	ファンタジー,お仕事,ギャグ
ダンジョンに出会いを求めるのは間違っているだろうか	2015	TV	ファンタジー,冒険,バトル
ゼロの使い魔	2006	TV	ファンタジー,ラブコメ,学園
灼眼のシャナ	2005	TV	ファンタジー,バトル,学園
涼宮ハルヒの憂鬱	2006	TV	学園,SF,ギャグ,考察
涼宮ハルヒの消失	2010	MOVIE	学園,SF,伏線,映像美
けいおん！！	2010	TV	学園,日常,音楽,泣ける
中二病でも恋がしたい！	2012	TV	学園,ラブコメ,映像美
境界の彼方	2013	TV	ファンタジー,バトル,映像美
小市民シリーズ	2024	TV	学園,ミステリー,心理戦
虚構推理	2020	TV	ファンタジー,ミステリー,心理戦
Another	2012	TV	学園,ホラー,ミステリー
GOSICK	2011	TV	歴史,ミステリー
UN-GO	2011	TV	SF,ミステリー
ハイキュー!! TO THE TOP	2020	TV	学園,スポーツ,熱い
魔法使いの嫁	2017	TV	ファンタジー,恋愛,映像美,大人
精霊の守り人	2007	TV	ファンタジー,冒険,大人
十二国記	2002	TV	ファンタジー,冒険,群像劇,大人
獣の奏者エリン	2009	TV	ファンタジー,家族,泣ける
グイン・サーガ	2009	TV	ファンタジー,バトル
ロードス島戦記	1990	OVA	ファンタジー,冒険
スレイヤーズ	1995	TV	ファンタジー,冒険,ギャグ
魔術士オーフェン	1998	TV	ファンタジー,バトル
ふしぎ遊戯	1995	TV	ファンタジー,恋愛,冒険
犬夜叉	2000	TV	ファンタジー,冒険,バトル,恋愛
るろうに剣心	1996	TV	歴史,バトル,熱い
るろうに剣心 追憶編	1999	OVA	歴史,胸糞,映像美,大人
幽☆遊☆白書	1992	TV	ファンタジー,バトル,熱い
聖闘士星矢	1986	TV	ファンタジー,バトル,熱い
北斗の拳	1984	TV	SF,バトル,熱い,胸糞
シティーハンター	1987	TV	現代,バトル,ギャグ,大人
ルパン三世 PART5	2018	TV	現代,冒険,大人,爽快
ルパン三世 カリオストロの城	1979	MOVIE	冒険,爽快,映像美
タッチ	1985	TV	学園,スポーツ,恋愛,泣ける
めぞん一刻	1986	TV	現代,恋愛,大人
美少女戦士セーラームーン	1992	TV	ファンタジー,バトル,恋愛
カードキャプターさくら	1998	TV	ファンタジー,学園,癒し
おジャ魔女どれみ	1999	TV	ファンタジー,学園,癒し
ふたりはプリキュア	2004	TV	ファンタジー,バトル,爽快
ポケットモンスター	1997	TV	ファンタジー,冒険,爽快
デジモンアドベンチャー	1999	TV	ファンタジー,冒険,熱い
遊☆戯☆王デュエルモンスターズ	2000	TV	心理戦,熱い
機動戦士ガンダム	1979	TV	SF,ロボット,群像劇,大人
機動戦士Zガンダム	1985	TV	SF,ロボット,胸糞,群像劇
機動戦士ガンダム 逆襲のシャア	1988	MOVIE	SF,ロボット,大人,映像美
機動戦士ガンダム00	2007	TV	SF,ロボット,群像劇
機動戦士ガンダムSEED	2002	TV	SF,ロボット,群像劇,胸糞
機動戦士ガンダム 鉄血のオルフェンズ	2015	TV	SF,ロボット,胸糞,熱い
機動戦士ガンダム 水星の魔女	2022	TV	SF,ロボット,学園,伏線
機動戦士ガンダム ジークアクス	2025	TV	SF,ロボット,伏線
機動戦士ガンダムUC	2010	OVA	SF,ロボット,映像美,大人
新機動戦記ガンダムW	1995	TV	SF,ロボット,熱い
マクロスF	2008	TV	SF,ロボット,音楽,恋愛
超時空要塞マクロス	1982	TV	SF,ロボット,音楽,恋愛
コードギアス 反逆のルルーシュR2	2008	TV	SF,ロボット,心理戦,伏線
交響詩篇エウレカセブン	2005	TV	SF,ロボット,青春,恋愛
86―エイティシックス―	2021	TV	SF,ロボット,胸糞,泣ける
革命機ヴァルヴレイヴ	2013	TV	SF,ロボット,胸糞
ダーリン・イン・ザ・フランキス	2018	TV	SF,ロボット,恋愛
蒼穹のファフナー	2004	TV	SF,ロボット,胸糞
勇者王ガオガイガー	1997	TV	SF,ロボット,熱い,爽快
機動警察パトレイバー the Movie	1989	MOVIE	SF,ロボット,大人
ゼーガペイン	2006	TV	SF,ロボット,伏線,考察
銀河鉄道999	1978	TV	SF,冒険,大人,泣ける
宇宙戦艦ヤマト2199	2012	TV	SF,群像劇,熱い
トップをねらえ！	1988	OVA	SF,ロボット,熱い,泣ける
ふしぎの海のナディア	1990	TV	SF,冒険
プラネテス	2003	TV	SF,お仕事,大人
宇宙兄弟	2012	TV	SF,お仕事,家族,泣ける
アルドノア・ゼロ	2014	TV	SF,ロボット,心理戦
シドニアの騎士	2014	TV	SF,ロボット,胸糞
PSYCHO-PASS 2	2014	TV	SF,ダーク,心理戦
東のエデン	2009	TV	現代,SF,ミステリー
デュラララ!!	2010	TV	現代,群像劇,伏線,サスペンス
バッカーノ！	2007	TV	歴史,群像劇,伏線,バトル
91Days	2016	TV	歴史,ダーク,大人,胸糞
BANANA FISH	2018	TV	現代,ダーク,胸糞,大人
BLACK LAGOON	2006	TV	現代,バトル,ダーク,大人
ヨルムンガンド	2012	TV	現代,バトル,大人
GANGSTA.	2015	TV	現代,ダーク,バトル
ジョーカー・ゲーム	2016	TV	歴史,心理戦,サスペンス,大人
ACCA13区監察課	2017	TV	ファンタジー,心理戦,大人
リコリス・リコイル	2022	TV	現代,バトル,爽快,作画神
SPY×FAMILY Season 2	2023	TV	家族,ギャグ,爽快
ブラック・ジャック	2004	TV	現代,お仕事,大人,泣ける
MONSTER	2004	TV	現代,サスペンス,心理戦,大人
PLUTO	2023	WEB	SF,ミステリー,大人,泣ける
魍魎の匣	2008	TV	歴史,ミステリー,ホラー
ドラゴンボール超	2015	TV	バトル,熱い,爽快
ワンパンマン 2	2019	TV	SF,バトル,ギャグ
七つの大罪	2014	TV	ファンタジー,バトル,冒険
マギ	2012	TV	ファンタジー,冒険,バトル
FAIRY TAIL	2009	TV	ファンタジー,バトル,熱い,群像劇
ブラッククローバー	2017	TV	ファンタジー,バトル,熱い
炎炎ノ消防隊	2019	TV	SF,バトル,作画神
ソウルイーター	2008	TV	ファンタジー,学園,バトル
D.Gray-man	2006	TV	ファンタジー,バトル,ダーク
青の祓魔師	2011	TV	ファンタジー,学園,バトル
ノラガミ	2014	TV	ファンタジー,バトル,泣ける
夜桜さんちの大作戦	2024	TV	家族,バトル,ギャグ
鬼灯の冷徹	2014	TV	ファンタジー,お仕事,ギャグ
地縛少年花子くん	2020	TV	学園,ファンタジー,映像美
呪術廻戦 渋谷事変	2023	TV	現代,バトル,胸糞,作画神
鬼滅の刃 遊郭編	2021	TV	ファンタジー,バトル,作画神
進撃の巨人 The Final Season	2020	TV	ファンタジー,胸糞,伏線,考察,群像劇
東京喰種トーキョーグール√A	2015	TV	現代,胸糞,バトル
Re:ゼロから始める異世界生活 2nd season	2020	TV	異世界,胸糞,伏線,心理戦
魔法少女リリカルなのは	2004	TV	ファンタジー,バトル
戦姫絶唱シンフォギア	2012	TV	SF,音楽,バトル,熱い
プリンセス・プリンシパル	2017	TV	歴史,心理戦,バトル
ストライク・ウィッチーズ	2008	TV	歴史,バトル
ガールズ&パンツァー	2012	TV	学園,スポーツ,熱い,爽快
艦隊これくしょん -艦これ-	2015	TV	歴史,バトル
アズールレーン	2019	TV	SF,バトル
私の百合はお仕事です！	2023	TV	お仕事,恋愛
やがて君になる	2018	TV	学園,恋愛,心理戦,映像美
安達としまむら	2020	TV	学園,恋愛,日常
citrus	2018	TV	学園,恋愛
ささやくように恋を唄う	2024	TV	学園,音楽,恋愛
ぼくらの	2007	TV	SF,ロボット,胸糞
ぼくらの七日間戦争	2019	MOVIE	現代,青春,爽快
狼と香辛料	2008	TV	ファンタジー,冒険,心理戦,大人
狼と香辛料 MERCHANT MEETS THE WISE WOLF	2024	TV	ファンタジー,冒険,心理戦,大人
キノの旅	2003	TV	ファンタジー,冒険,考察,大人
ソマリと森の神様	2020	TV	ファンタジー,冒険,家族,泣ける
少女終末旅行	2017	TV	SF,冒険,癒し,考察
メイドインアビス 烈日の黄金郷	2022	TV	ファンタジー,冒険,胸糞,映像美
BLAME!	2017	MOVIE	SF,映像美
天元突破グレンラガン 螺巌篇	2009	MOVIE	SF,ロボット,熱い,作画神
プロメア	2019	MOVIE	SF,バトル,作画神,爽快
キルラキル	2013	TV	学園,バトル,熱い,作画神
リトルウィッチアカデミア	2017	TV	ファンタジー,学園,爽快
サイバーパンク エッジランナーズ	2022	WEB	SF,胸糞,作画神,バトル
SSSS.GRIDMAN	2018	TV	SF,ロボット,考察,映像美
フリクリ	2000	OVA	SF,青春,作画神
トライガン	1998	TV	SF,バトル,泣ける
TRIGUN STAMPEDE	2023	TV	SF,バトル,映像美
サムライチャンプルー	2004	TV	歴史,バトル,音楽,爽快
BLOOD+	2005	TV	現代,バトル,ダーク
HELLSING	2006	OVA	ホラー,バトル,ダーク
地獄少女	2005	TV	現代,ホラー,ダーク
ペルソナ4 ザ・アニメーション	2011	TV	学園,ミステリー,バトル
PERSONA5 the Animation	2018	TV	現代,心理戦,バトル
ダンガンロンパ 希望の学園と絶望の高校生 The Animation	2013	TV	学園,ミステリー,胸糞
未来日記	2011	TV	現代,サスペンス,胸糞,バトル
王様ゲーム The Animation	2017	TV	学園,ホラー,胸糞
神様になった日	2020	TV	現代,泣ける,ギャグ
Charlotte	2015	TV	学園,SF,泣ける
planetarian	2016	WEB	SF,泣ける
ヴィヴィ -フローライトアイズソング-	2021	TV	SF,音楽,作画神,伏線
ID:INVADED イド：インヴェイデッド	2020	TV	SF,ミステリー,考察
オッドタクシー	2021	TV	現代,ミステリー,伏線,脚本
ワンダーエッグ・プライオリティ	2021	TV	ファンタジー,胸糞,映像美,考察
さらざんまい	2019	TV	ファンタジー,考察,映像美
輪るピングドラム	2011	TV	ファンタジー,家族,考察,映像美
少女革命ウテナ	1997	TV	学園,考察,映像美
ユリ熊嵐	2015	TV	ファンタジー,考察,映像美
ソ・ラ・ノ・ヲ・ト	2010	TV	SF,日常,癒し
ガラスの花と壊す世界	2016	MOVIE	SF
ブギーポップは笑わない	2019	TV	学園,ミステリー,考察
物語シリーズ セカンドシーズン	2013	TV	現代,ファンタジー,心理戦,映像美
偽物語	2012	TV	現代,ファンタジー,ギャグ,映像美
